"ASV","s.ART-experienced nonresponsive V2 2","s.ART-experienced nonresponsive V3 3","s.Healthy 2.x","s.Healthy 3.x","s.nonresponsive 2","s.nonresponsive 3","s.responsive 2","s.responsive 3","index.x","stat.x","p.value.x","Domain.x","Phylum.x","Class.x","Order.x","Family.x","Genus.x","Species.x","s.Healthy 2.y","s.Healthy 3.y","s.HIV high pretreatment 2","s.HIV high pretreatment 3","s.HIV low pretreatment 2","s.HIV low pretreatment 3","s.NA 2","s.NA 3","index.y","stat.y","p.value.y","Domain.y","Phylum.y","Class.y","Order.y","Family.y","Genus.y","Species.y"
"041bdac7207444ff7021dc2e0a8cbb62",1,0,1,1,1,0,1,0,184,0.670890740275843,0.025,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Acholeplasmatales","f__Acholeplasmataceae","g__Anaeroplasma","s__uncultured_bacterium",1,1,1,0,1,0,1,0,168,0.664877034192156,0.015,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Acholeplasmatales","f__Acholeplasmataceae","g__Anaeroplasma","s__uncultured_bacterium"
"3df3f3507535f086e675753cc4e7e7b5",1,1,0,0,0,1,0,0,40,0.634745062649306,0.01,"d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Selenomonadaceae","g__Megamonas",NA,0,0,0,0,0,0,1,1,36,0.642112951099913,0.005,"d__Bacteria","p__Firmicutes","c__Negativicutes","o__Veillonellales-Selenomonadales","f__Selenomonadaceae","g__Megamonas",NA
"554c761996ebab999befda1b695fd81d",0,0,1,1,1,1,1,1,246,0.74337088426018,0.03,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium",NA,1,1,1,1,1,1,0,0,219,0.743294583788282,0.025,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Bifidobacteriales","f__Bifidobacteriaceae","g__Bifidobacterium",NA
"572bd0736d362d06e1403ae5bdba0ada",0,1,0,0,0,0,0,0,2,0.439434637938835,0.025,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma",NA,0,0,0,0,0,0,0,1,8,0.436166448574225,0.025,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Mycoplasmatales","f__Mycoplasmataceae","g__Mycoplasma",NA
"70643c32cc1b20b70d7b6121c76bf196",0,0,1,1,0,0,0,0,22,0.444214070284236,0.04,"d__Bacteria","p__Verrucomicrobiota","c__Lentisphaeria","o__Victivallales","f__Victivallaceae",NA,NA,1,1,0,0,0,0,0,0,9,0.43542634539251,0.035,"d__Bacteria","p__Verrucomicrobiota","c__Lentisphaeria","o__Victivallales","f__Victivallaceae",NA,NA
"7b0976f8022adcc58c0770e3ac755cc9",1,1,0,0,1,0,0,0,39,0.687544747719698,0.015,"d__Bacteria","p__Fusobacteriota","c__Fusobacteriia","o__Fusobacteriales","f__Fusobacteriaceae","g__Fusobacterium","s__Fusobacterium_mortiferum",0,0,0,0,0,0,1,1,36,0.693495219135382,0.01,"d__Bacteria","p__Fusobacteriota","c__Fusobacteriia","o__Fusobacteriales","f__Fusobacteriaceae","g__Fusobacterium","s__Fusobacterium_mortiferum"
"e1d2a9fa4aa3f8e81067cf362e0cd257",1,1,1,1,1,1,0,0,219,0.741834366746769,0.005,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Turicibacter",NA,1,1,1,1,1,0,1,1,249,0.71109521899925,0.01,"d__Bacteria","p__Firmicutes","c__Bacilli","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Turicibacter",NA
